Útvar městské části (okres) PČR;Základní útvar PČR, kde došlo k činu;Stadium TČ, 1-příparava, 2-pokus, 3-dokonaný;Druh TČ, 11-zločin, 18-přečin;Takticko-statistická klasifikace činu;Spácháno na ulici-1, ne-2;Čin spáchán na : viz číselník;Použití zbraně : viz číselník;Druh použité zbraně : viz číselník;Datum spáchání činu, či zahájení konání;Datum ukončení konání činu (pokud jiné datum);Předmět zájmu pachatele č. 1;Předmět zájmu pachatele nebo vztah pachatele k oběti - text;Předmět zájmu pachatele č. 2;Předmět zájmu pachatele nebo vztah pachatele k oběti - text;Předmět zájmu pachatele č. 3;Předmět zájmu pachatele nebo vztah pachatele k oběti - text;Celková způsobená škoda v Kč;Hlavní kvalifikace činu - paragraf TZ;První odstavec ;Druhý odstavec;Souběhový paragraf;Odstavec souběhu;Druhý souběhový paragraf;Odstavec souběhu;Datum zahájení trestního řízení;Datum ukončení trestního řízení;Způsob ukončení trestního řízení;"Způsob ukončení trestního řízení - text (kde je kód ""0"" tam ještě řízení nemusí být ukončeno"
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;830;2;6;0;0;29.11.2013;02.01.1900;21;peníze;0;nic;0;nic;9800;209;1;;;;;;18.08.2016;14.09.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;830;2;6;0;0;10.03.2013;02.01.1900;21;peníze;0;nic;0;nic;32103;209;1;;;;;;18.08.2016;14.09.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;830;2;6;0;0;19.07.2016;25.11.2016;21;peníze;0;nic;0;nic;13104;209;1;;;;;;05.12.2016;06.12.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;830;2;6;0;0;19.12.2014;19.02.2015;21;peníze;0;nic;0;nic;400000;209;1;3;;;;;16.03.2016;25.05.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;830;2;6;0;0;05.12.2014;05.12.2014;21;peníze;0;nic;0;nic;8600;209;1;;;;;;01.02.2016;26.09.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;2;18;830;2;6;0;0;01.01.2013;08.04.2016;0;nic;0;nic;0;nic;0;209;1;3;;;;;08.04.2016;02.05.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;830;2;6;0;0;15.08.2015;16.08.2015;21;peníze;0;nic;0;nic;251204;209;1;2;;;;;09.11.2016;09.11.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;25.03.2016;25.03.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;21;peníze;20;platební karty;250;234;1;;;;;;26.03.2016;12.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;1;6;0;0;30.03.2016;30.03.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;16;řidičské průkazy;2000;234;1;;;;;;31.03.2016;30.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;01.04.2016;02.01.1900;20;platební karty;0;nic;0;nic;0;234;1;;205;1a;;;01.04.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;27.02.2016;02.01.1900;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;20;platební karty;1500;234;1;;;;;;27.02.2016;15.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;1;6;0;0;02.04.2016;02.04.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;404;počítače přenosné /notebook,laptop/;20;platební karty;11755;234;1;;219;1;;;02.04.2016;12.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;06.02.2016;02.01.1900;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;19;ostatní -osobní doklady a předtisky;750;234;1;;;;;;07.02.2016;24.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;27.03.2016;27.03.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;16;řidičské průkazy;1100;234;1;;;;;;29.03.2016;02.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;1;9;0;0;17.02.2016;02.01.1900;159;ostatní - /včetně výr. provaznických/ textil;70;mobilní telefony;20;platební karty;7800;234;1;;219;1;;;17.02.2016;08.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;1;6;0;0;08.04.2016;02.01.1900;20;platební karty;0;nic;0;nic;0;234;1;;;;;;09.04.2016;09.04.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;1;6;0;0;02.04.2016;02.01.1900;162;Kufry, aktovky, kabelky, peněženky, pásky;21;peníze;11;občanské průkazy;4350;234;1;;;;;;02.04.2016;15.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;1;6;0;0;09.02.2016;09.02.2016;20;platební karty;21;peníze;0;nic;10914;234;1;;205;1a;;;09.02.2016;19.05.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;1;6;0;0;21.02.2016;21.02.2016;20;platební karty;21;peníze;11;občanské průkazy;9515;234;1;;;;;;22.02.2016;30.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;9;0;0;04.02.2016;05.02.2016;159;ostatní - /včetně výr. provaznických/ textil;145;klíče od domu,bytu;446;paměťové karty ostatní;2000;234;1;;;;;;05.02.2016;05.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;04.04.2016;04.04.2016;20;platební karty;21;peníze;11;občanské průkazy;6500;234;1;;219;1;;;04.04.2016;10.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;29.06.2016;29.06.2016;20;platební karty;0;nic;0;nic;3000;234;1;;;;;;30.06.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;08.06.2016;08.06.2016;20;platební karty;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;556;234;1;;;;;;08.06.2016;15.07.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;15.03.2016;15.04.2016;20;platební karty;21;peníze;0;nic;9287;234;1;;;;;;27.04.2016;26.10.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;1;9;0;0;19.04.2016;20.04.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;21;peníze;20;platební karty;6144;234;1;;219;1;;;20.04.2016;26.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;1;6;0;0;03.03.2016;02.01.1900;162;Kufry, aktovky, kabelky, peněženky, pásky;21;peníze;20;platební karty;3205;234;1;;;;;;10.03.2016;20.04.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;18.04.2016;02.01.1900;162;Kufry, aktovky, kabelky, peněženky, pásky;70;mobilní telefony;20;platební karty;1200;234;1;;;;;;21.04.2016;31.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;25.05.2016;25.05.2016;20;platební karty;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;1964;234;1;;;;;;31.05.2016;13.09.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;1;6;0;0;09.04.2016;09.04.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;21;peníze;20;platební karty;500;234;1;;;;;;11.04.2016;18.05.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;18.04.2016;02.01.1900;20;platební karty;186;lihoviny,líh,likéry,vína,medoviny;0;nic;600;234;1;;;;;;19.04.2016;30.05.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;29.05.2016;29.05.2016;20;platební karty;21;peníze;162;Kufry, aktovky, kabelky, peněženky, pásky;3900;234;1;;;;;;30.05.2016;30.09.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;04.04.2015;10.09.2015;20;platební karty;21;peníze;0;nic;22043;234;1;;205;1a;;;08.04.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;11;838;2;10;0;0;07.04.2014;21.01.2016;21;peníze;0;nic;0;nic;0;234;3;;;;;;08.02.2016;25.05.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;09.06.2016;09.06.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;13;osobní průkazy a pasy zahraniční;20;platební karty;1180;234;1;;;;;;09.06.2016;10.08.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;1;6;0;0;30.06.2016;02.01.1900;162;Kufry, aktovky, kabelky, peněženky, pásky;21;peníze;11;občanské průkazy;800;234;1;;;;;;30.06.2016;01.09.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;09.07.2016;09.07.2016;20;platební karty;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;3518;234;1;;205;1a;;;10.07.2016;09.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;1;6;0;0;15.06.2016;15.06.2016;20;platební karty;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;875;234;1;;;;;;15.06.2016;04.08.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;17.07.2016;17.07.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;16;řidičské průkazy;4800;234;1;;;;;;18.07.2016;23.08.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;29.07.2016;29.07.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;16;řidičské průkazy;4410;234;1;;;;;;29.07.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;1;6;0;0;23.06.2016;02.01.1900;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;19;ostatní -osobní doklady a předtisky;1670;234;1;;;;;;23.06.2016;07.08.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;11;838;2;10;0;0;26.06.2016;27.06.2016;0;nic;0;nic;0;nic;7600;234;3;;209;1;;;15.07.2016;03.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;10.06.2016;02.01.1900;162;Kufry, aktovky, kabelky, peněženky, pásky;20;platební karty;21;peníze;800;234;1;;;;;;12.06.2016;30.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;10.07.2016;10.07.2016;20;platební karty;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;2470;234;1;;;;;;10.07.2016;14.08.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;25.04.2016;02.01.1900;20;platební karty;21;peníze;0;nic;250;234;1;;205;1a;;;03.05.2016;16.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;13.07.2016;02.01.1900;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;16;řidičské průkazy;650;234;1;;;;;;18.07.2016;07.09.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;1;6;0;0;28.04.2016;28.04.2016;20;platební karty;21;peníze;11;občanské průkazy;2000;234;1;;;;;;28.04.2016;07.06.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;1;5;0;0;06.08.2016;06.08.2016;159;ostatní - /včetně výr. provaznických/ textil;11;občanské průkazy;19;ostatní -osobní doklady a předtisky;1000;234;1;;;;;;08.08.2016;05.09.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;16.08.2016;16.08.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;20;platební karty;11;občanské průkazy;1500;234;1;;;;;;17.08.2016;23.09.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;07.09.2016;07.09.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;19;ostatní -osobní doklady a předtisky;100;234;1;;;;;;07.09.2016;04.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;24.08.2016;24.08.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;21;peníze;11;občanské průkazy;2600;234;1;;;;;;25.08.2016;26.09.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;1;9;0;0;26.07.2016;26.07.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;21;peníze;20;platební karty;4453;234;1;;205;1a;;;22.08.2016;26.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;21.09.2016;21.09.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;16;řidičské průkazy;300;234;1;;;;;;21.09.2016;18.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;10.09.2016;11.09.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;16;řidičské průkazy;650;234;1;;;;;;11.09.2016;08.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;17.12.2016;17.12.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;21;peníze;11;občanské průkazy;10000;234;1;;219;1;;;19.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;17.11.2016;18.11.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;16;řidičské průkazy;450;234;1;;;;;;18.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;10.11.2016;10.11.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;145;klíče od domu,bytu;146;klíče od motorových vozidel;9000;234;1;;219;1;;;10.11.2016;05.01.2017;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;25.11.2016;25.11.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;20;platební karty;1550;234;1;;;;;;25.11.2016;02.01.2017;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;18.11.2016;18.11.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;21;peníze;20;platební karty;2300;234;1;;;;;;18.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;1;6;0;0;04.10.2016;04.10.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;16;řidičské průkazy;13200;234;1;;219;1;;;05.10.2016;11.11.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;14.11.2016;14.11.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;20;platební karty;2400;234;1;;;;;;15.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;09.11.2016;09.11.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;16;řidičské průkazy;500;234;1;;;;;;11.11.2016;29.12.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;16.09.2016;16.09.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;16;řidičské průkazy;6300;234;1;;219;1;;;21.10.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;12.12.2016;12.12.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;16;řidičské průkazy;1888;234;1;;;;;;12.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;18.11.2016;18.11.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;16;řidičské průkazy;170;234;1;;;;;;19.11.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;9;0;0;07.11.2014;07.11.2014;20;platební karty;21;peníze;70;mobilní telefony;1600;234;1;;;;;;01.01.2016;22.01.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;02.02.2016;02.02.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;16;řidičské průkazy;1000;234;1;;;;;;03.02.2016;10.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;23.12.2015;24.12.2015;20;platební karty;21;peníze;11;občanské průkazy;2000;234;1;;;;;;05.01.2016;26.02.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;01.02.2016;01.02.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;16;řidičské průkazy;100;234;1;;;;;;02.02.2016;25.02.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;1;6;0;0;25.01.2016;25.01.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;11;občanské průkazy;21;peníze;900;234;1;;;;;;25.01.2016;09.03.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;20.12.2016;20.12.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;20;platební karty;21;peníze;6620;234;1;;219;1;;;21.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;25.12.2016;25.12.2016;20;platební karty;11;občanské průkazy;70;mobilní telefony;2000;234;1;;;;;;26.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;838;2;6;0;0;23.12.2016;23.12.2016;162;Kufry, aktovky, kabelky, peněženky, pásky;21;peníze;16;řidičské průkazy;2580;234;1;;;;;;27.12.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;11;839;2;6;0;0;01.01.2013;31.12.2013;119;ostatní - zbraně /mimo historických/;0;nic;0;nic;0;265;1;;;;;;14.10.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;848;2;6;0;0;21.09.2016;23.09.2016;0;nic;0;nic;0;nic;0;223;1;;;;;;29.09.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;864;2;6;0;0;01.08.2013;26.08.2016;21;peníze;0;nic;0;nic;0;217;1;;;;;;26.08.2016;16.09.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;864;2;6;0;0;17.06.2016;17.06.2016;24;valuty a devizy - bankovky;0;nic;0;nic;123676;216;1a;;;;;;22.10.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;865;2;10;0;0;07.04.2014;08.01.2016;21;peníze;0;nic;0;nic;214283;230;2a;2c;181;1a;;;08.02.2016;25.05.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;865;2;10;0;0;01.01.2016;02.01.1900;0;nic;0;nic;0;nic;100000;230;2a;2b;;;;;30.05.2016;25.10.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;865;2;10;0;0;03.06.2016;03.06.2016;0;nic;0;nic;0;nic;0;230;1;;;;;;03.06.2016;24.11.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;865;2;10;0;0;21.02.2016;02.03.2016;0;nic;0;nic;0;nic;0;230;1;2a;;;;;03.03.2016;31.08.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;2;865;2;6;0;0;03.09.2009;02.01.1900;0;nic;0;nic;0;nic;0;230;2a;;;;;;26.08.2016;05.09.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;865;2;6;0;0;31.10.2016;01.11.2016;0;nic;0;nic;0;nic;0;230;1;;;;;;02.11.2016;03.01.2017;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;865;2;6;0;0;16.07.2014;16.07.2014;21;peníze;0;nic;0;nic;80000;230;1;4b;;;;;01.01.2016;12.01.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;865;2;10;0;0;01.04.2015;16.12.2015;345;útoky na osobní údaje (zjišťování, šíření);0;nic;0;nic;0;230;1;;;;;;04.01.2016;10.02.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;865;2;6;0;0;09.06.2015;02.01.1900;341;útoky na server(y) (na data, přesměrování a pod);0;nic;0;nic;0;230;1;2b;175;1;;;01.01.2016;01.01.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;865;2;10;0;0;06.11.2015;02.01.1900;0;nic;0;nic;0;nic;0;230;1;2b;175;1;;;01.01.2016;07.01.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;880;2;6;0;0;14.09.2015;18.11.2015;0;nic;0;nic;0;nic;0;210;1a;;;;;;07.06.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;881;2;6;0;0;11.11.2013;02.01.1900;0;nic;0;nic;0;nic;380000;211;1;4;;;;;17.02.2016;19.02.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;881;2;6;0;0;07.04.2015;20.05.2015;21;peníze;0;nic;0;nic;14946;211;1;;;;;;15.02.2016;29.04.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;11;881;2;6;0;0;28.11.2013;30.07.2014;21;peníze;0;nic;0;nic;920291;211;2;5c;;;;;17.02.2016;20.02.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;881;2;6;0;0;13.11.2014;31.03.2015;0;nic;0;nic;0;nic;35598;211;1;;;;;;09.02.2016;08.06.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;881;2;6;0;0;17.04.2015;17.04.2015;21;peníze;0;nic;0;nic;21285;211;1;;;;;;21.04.2016;29.08.2016;5;odloženo podle § 159a/5 tr. řádu
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;881;2;6;0;0;04.09.2015;21.09.2015;21;peníze;0;nic;0;nic;132788;211;1;4;;;;;18.01.2016;09.11.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;881;2;6;0;0;24.02.2014;21.07.2014;21;peníze;0;nic;0;nic;108940;211;1;4;;;;;11.03.2016;07.06.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;881;2;6;0;0;22.01.2016;02.01.1900;492;úvěr;0;nic;0;nic;5849;211;1;;;;;;21.06.2016;13.10.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;11;881;2;6;0;0;16.01.2013;20.01.2014;21;peníze;0;nic;0;nic;5852800;211;1;6a;;;;;22.06.2016;26.10.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;881;2;6;0;0;18.04.2014;02.01.1900;492;úvěr;0;nic;0;nic;15486;211;1;;;;;;21.07.2016;05.12.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;881;2;6;0;0;23.01.2016;02.01.1900;492;úvěr;0;nic;0;nic;19799;211;1;;;;;;21.06.2016;15.12.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;881;2;6;0;0;15.06.2015;15.06.2015;21;peníze;0;nic;0;nic;0;211;1;;;;;;12.09.2016;02.01.1900;0;nic
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;881;2;6;0;0;22.04.2016;22.04.2016;492;úvěr;0;nic;0;nic;10000;211;1;;;;;;13.09.2016;03.11.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;881;2;6;0;0;24.04.2016;24.04.2016;492;úvěr;0;nic;0;nic;18009;211;1;;;;;;13.09.2016;23.11.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;11;881;2;6;0;0;26.08.2014;05.12.2014;492;úvěr;21;peníze;0;nic;591276;211;1;5c;;;;;26.08.2016;05.09.2016;1;zjištění pachatele
Brno - město;OOP BRNO - VÝSTAVIŠTĚ;3;18;881;2;6;0;0;28.04.2016;10.05.2016;492;úvěr;21;peníze;0;nic;21447;211;1;;;;;;02.11.2016;18.11.2016;1;zjištění pachatele
